concept_id,publish,domain,variable_type,instance_type,audit_note
MITRAL_PEAK_VELOCITY_EARLY,TRUE,Cardiovascular,imaging_measure,multi_instance,"Limited source descriptions. Variables include two repeated measurements (EPVE1, EPVE2) and an SD value (EPVESD). Raw type field listed as 'encoded' but no value labels are present — this is a numeric Doppler velocity. Potential overlap with MITRAL_PEAK_E_VELOCITY; appears to be an earlier-exam counterpart."
MITRAL_PEAK_VELOCITY_LATE,TRUE,Cardiovascular,imaging_measure,multi_instance,"Limited source descriptions. Variables include two repeated measurements (EPVL1, EPVL2) and an SD value (EPVLSD). Raw type field listed as 'encoded' but no value labels are present — this is a numeric Doppler velocity. Potential overlap with MITRAL_PEAK_A_VELOCITY; appears to be an earlier-exam counterpart."
MITRAL_PROPAGATION_VELOCITY,TRUE,Cardiovascular,imaging_measure,single,Units not specified in source descriptions.
MITRAL_REGURGITATION_MOD_SEV,TRUE,Cardiovascular,imaging_measure,single,Limited source descriptions. Units and value labels not specified.
MITRAL_STENOSIS_ANY,TRUE,Cardiovascular,clinical_measurement,single,"MISCLUSTERING FLAG: Exam H varname HMVP and its description 'MITRAL VALVE PROLAPSE (MODERATE OR SEVERE)' are identical to the MITRAL_VALVE_PROLAPSE concept. This appears to be a misassignment — HMVP belongs to MITRAL_VALVE_PROLAPSE, not MITRAL_STENOSIS_ANY. Only Exam I varname IMITRSTEN correctly references mitral stenosis. Verify and correct the varname-to-concept mapping for Exam H."
MITRAL_VALVE_PROLAPSE,TRUE,Cardiovascular,clinical_measurement,single,Varname HMVP is shared with MITRAL_STENOSIS_ANY for Exam H. Possible varname duplication or mapping error across these two concepts. Descriptions for both exams are consistent (moderate or severe prolapse).
MMODE_QUALITY_SCORE,TRUE,Cardiovascular,data_quality,multi_instance,"Earlier exams include separate variables for M-mode aorta/left atrium quality (QSMMAOLA) and M-mode LV quality (QSMMLV); later exams consolidate to a single score (HMMODEQCS, IMMODEQCS). The concept conflates at least two distinct quality score variables from earlier exams."
MMODE_QUALITY_TYPE,TRUE,Cardiovascular,process_admin,protocol_component,
PARASTERNAL_PLAX_QUALITY_SCORE,TRUE,Cardiovascular,process_admin,protocol_component,
PLAX_QUALITY_TYPE,TRUE,Cardiovascular,process_admin,protocol_component,
PULMONARY_VEIN_A_DURATION,TRUE,Cardiovascular,clinical_measurement,single,Units not specified in source descriptions. Limited source descriptions.
PULMONARY_VEIN_A_REVERSAL_VEL,TRUE,Cardiovascular,clinical_measurement,single,Units not specified in source descriptions. Limited source descriptions.
PULMONARY_VEIN_DIASTOLIC_VEL,TRUE,Cardiovascular,clinical_measurement,single,Units not specified in source descriptions. Limited source descriptions.
PULMONARY_VEIN_SYSTOLIC_VEL,TRUE,Cardiovascular,clinical_measurement,single,Units not specified in source descriptions. Limited source descriptions.
RV_SYSTOLIC_PRESSURE,TRUE,Cardiovascular,clinical_measurement,single,Units listed as cm/s in concept metadata but Exam I description explicitly states mmHg. Likely a metadata error; units should be mmHg.
RV_TISSUE_DOPPLER_A_VELOCITY,TRUE,Cardiovascular,clinical_measurement,single,"MISCLUSTERING FLAG: Exam H varname HRVEM is listed for both RV_TISSUE_DOPPLER_A_VELOCITY and RV_TISSUE_DOPPLER_E_VELOCITY. These cannot both be correct — HRVEM likely maps to only one of these (E-wave, based on the 'E' in the varname). The A-wave concept for Exam H may be missing its correct varname (possibly HRVAM). Verify and correct varname mapping."
RV_TISSUE_DOPPLER_E_VELOCITY,TRUE,Cardiovascular,clinical_measurement,single,MISCLUSTERING FLAG: Exam H varname HRVEM is shared with RV_TISSUE_DOPPLER_A_VELOCITY in the raw data listing. The varname 'HRVEM' (containing 'E') most plausibly maps to E-wave velocity. The A-wave concept likely has an incorrect varname assignment for Exam H. Verify that HRVEM is correctly assigned here and that the A-wave concept has a distinct Exam H varname (possibly HRVAM).
RV_TISSUE_DOPPLER_S_VELOCITY,TRUE,Cardiovascular,clinical_measurement,single,
SAX_QUALITY_SCORE,TRUE,Cardiovascular,process_admin,protocol_component,Limited source descriptions.
SAX_QUALITY_TYPE,TRUE,Cardiovascular,process_admin,protocol_component,
SPECKLE_TRACKING_QUALITY,TRUE,Cardiovascular,process_admin,multi_instance,"Two variables conflated into one concept: quality score (ISTQCS) and quality scoring type (ISTQCT). Both reference Exam I (Year 30) only, consistent with n_exams=1. Consider splitting into separate concepts. Variable_type is process_admin as this is QC metadata."
SYSTOLIC_VTI,TRUE,Cardiovascular,clinical_measurement,multi_instance,Limited source descriptions. Variables include two readings and a standard deviation field.
TRACKING_SEGMENTS_ACCEPTABLE_4CH,TRUE,Cardiovascular,process_admin,protocol_component,
TRACKING_SEGMENTS_ACCEPTABLE_SAX,TRUE,Cardiovascular,process_admin,protocol_component,
TRACKING_SEGMENT_COUNTS,TRUE,Cardiovascular,clinical_measurement,multi_instance,Exam H includes only 4CH and SAX variables; Exam I adds 2CH and 3CH variables. Multiple view-specific variables grouped into one concept.
TRANSMISSION_DATE,FALSE,Administrative,process_admin,single,Administrative transmission metadata; not published per guidelines. Limited source descriptions.
TRICUSPID_ANNULAR_TAPSE,TRUE,Cardiovascular,clinical_measurement,single,Units not specified in source descriptions.
TRICUSPID_REGURGITATION_RVSP40,TRUE,Cardiovascular,clinical_measurement,single,
TRICUSPID_REGURG_PEAK_VELOCITY,TRUE,Cardiovascular,clinical_measurement,single,Exam I description uses 'maximum velocity'; Exam H uses 'peak velocity' — consistent in meaning.
VTI_ATRIAL_WAVE,TRUE,Cardiovascular,clinical_measurement,multi_instance,Limited source descriptions. Variables include two readings and a standard deviation field.
VTI_EARLY_WAVE,TRUE,Cardiovascular,clinical_measurement,multi_instance,Limited source descriptions. Variables include two readings and a standard deviation field.
WALL_MOTION_READER,FALSE,Administrative,process_admin,protocol_component,Cross-exam conflict: Exam C varname WMREADNO description references reader for main measures only; Exam H varname HECHOANAL description references wall motion reader specifically. These may represent different reader roles and could be misclustered. Reader/analyst identifiers are process administrative metadata; not published.
WALL_MOTION_READ_DATE,FALSE,Administrative,process_admin,single,Cross-exam conflict: Exam C (varname WMDTREAD) description references reading of wall motion data; Exam H (varname HECHORDDT) description references reading of main measures only. These may represent different read dates for different data types. Consider whether this concept should be split. Administrative date metadata; not published.
WEIGHT_AT_ECHO,TRUE,Anthropometry,anthropometric,single,Units not specified in source descriptions. Limited source descriptions.
AMPM_EXAM_TIME,FALSE,Administrative,process_admin,single,"Duplicate of EXAM_AMPM and TIME_OF_DAY_EXAM; varnames H02AMPM, I02AMPM, J02AMPM appear identically in both AMPM_EXAM_TIME and EXAM_AMPM � these concepts are misclustered and share the same underlying variables. Recommend merging or clarifying which varnames belong to which concept before publication."
ARM_CIRCUMFERENCE_CM,TRUE,Anthropometry,anthropometric,single,
ARM_USED_FOR_BP,TRUE,Cardiovascular,protocol_component,single,"Varnames include both G02ARMT and G02CARMT for Exam G, suggesting a calibration or corrected version alongside the standard variable."
ARM_USED_FOR_BP_TEXT,TRUE,Cardiovascular,survey_response,single,
CALIBRATED_DBP_AVG,TRUE,Cardiovascular,derived_score,single,Earlier exam descriptions (Exams G�I) label this simply as 'calibrated diastolic blood pressure' without specifying the averaging method; Exam J clarifies it is the average of the 2nd and 3rd readings. Calibration method not described in source.
CALIBRATED_SBP_AVG,TRUE,Cardiovascular,derived_score,single,Earlier exam descriptions (Exams G�I) label this simply as 'calibrated systolic blood pressure' without specifying the averaging method; Exam J clarifies it is the average of the 2nd and 3rd readings. Calibration method not described in source.
CORR_DBP1,TRUE,Cardiovascular,derived_score,single,Available only in Exams A�F when random-zero devices were used. Units not explicitly stated in source descriptions.
CORR_DBP2,TRUE,Cardiovascular,derived_score,single,Available only in Exams A�F when random-zero devices were used. Units not explicitly stated in source descriptions.
CORR_DBP3,TRUE,Cardiovascular,derived_score,single,Available only in Exams A�F when random-zero devices were used. Units not explicitly stated in source descriptions.
CORR_SBP1,TRUE,Cardiovascular,derived_score,single,Available only in Exams A�F when random-zero devices were used. Units not explicitly stated in source descriptions.
CORR_SBP2,TRUE,Cardiovascular,derived_score,single,Available only in Exams A�F when random-zero devices were used. Units not explicitly stated in source descriptions.
CORR_SBP3,TRUE,Cardiovascular,derived_score,single,Available only in Exams A�F when random-zero devices were used. Units not explicitly stated in source descriptions.
CUFF_SIZE,TRUE,Cardiovascular,protocol_component,single,One source description contains a typo: 'EXTRA-ALRGE' (appears twice across exams). Varnames include G02CCUFF alongside G02CUFF for Exam G.
DATE_LAST_SMOKED,TRUE,Substance Use,survey_response,single,
DATE_OF_EXAM,FALSE,Administrative,process_admin,single,Form administration date; not published per guidelines. Varnames include G02CEXDAT alongside G02EXDAT for Exam G.
DEVICE_USED,TRUE,Cardiovascular,protocol_component,single,
EXAM_AMPM,FALSE,Administrative,process_admin,single,"Varnames H02AMPM, I02AMPM, J02AMPM appear identically in both EXAM_AMPM and AMPM_EXAM_TIME � these two concepts are misclustered and share the same underlying variables. EXAM_AMPM additionally includes early varnames (AM_PM_1, AM_PM_2) and G02CAMPM. Resolution of this duplication is needed before publication. TIME_OF_DAY_EXAM is a related but distinct variable (actual time value vs. AM/PM indicator)."
FIRST_PROCEDURE_TEXT,TRUE,Administrative,survey_response,single,
FIRST_PROCEDURE_TODAY,TRUE,Administrative,survey_response,single,
HYPERTENSION_MED_TODAY,TRUE,Medications,survey_response,single,"Exam G description specifies 'in the past 2 hours' rather than 'this morning'; later exams (H, I, J) use 'this morning'. Conflict noted across exam waves."
INTENSIVE_PHYSICAL_ACTIVITY_2H,TRUE,Physical Activity,survey_response,single,
INTERVIEWER_ID,FALSE,Administrative,identifier,single,Staff identifier; not published per guidelines.
MACHINE_ID,FALSE,Administrative,identifier,single,Equipment identifier; not published per guidelines.
MAXIMUM_ZERO,TRUE,Cardiovascular,protocol_component,single,Limited source descriptions. Units not specified in source.
MEAN_DBP_2ND_3RD,TRUE,Cardiovascular,derived_score,single,
MEAN_SBP_2ND_3RD,TRUE,Cardiovascular,derived_score,single,
ONE_MIN_PULSE_AUTO,TRUE,Cardiovascular,clinical_measurement,multi_instance,"Varnames include three readings per exam (R1PUL, R2PUL, R3PUL) for Exams I and J. Source descriptions for Exam I label readings as 'AUTO'; Exam J descriptions do not include this qualifier but context is the same automated device exam period."
PEAK_INFLATION_LEVEL_RZ,TRUE,Cardiovascular,protocol_component,single,Limited source descriptions. Units not specified in source.
PEAK_INFLATION_LEVEL_STD,TRUE,Cardiovascular,derived_score,single,The formula POP+30 is explicitly stated in source descriptions. The 'Aneroid monitor only' qualifier in one exam description (Exam H) likely reflects a form instruction for manual entry rather than a data collection restriction. Paired with PEAK_INFLATION_LEVEL_RZ as the two method variants for this measurement across exam waves.
PULSE_30S,TRUE,Cardiovascular,clinical_measurement,single,
PULSE_OBLITERATION_PRESSURE,TRUE,Cardiovascular,clinical_measurement,single,Exam H description specifies 'Aneroid monitor only'; later exams do not include this qualifier. Possible device-specific applicability conflict across waves.
R1_DBP,TRUE,Cardiovascular,clinical_measurement,single,
R1_SBP,TRUE,Cardiovascular,clinical_measurement,single,
R2_DBP,TRUE,Cardiovascular,clinical_measurement,single,
R2_SBP,TRUE,Cardiovascular,clinical_measurement,single,
R3_DBP,TRUE,Cardiovascular,clinical_measurement,single,
R3_SBP,TRUE,Cardiovascular,clinical_measurement,single,
RANDOM_ZERO_MACHINE_ID,FALSE,Administrative,identifier,single,Equipment identifier; not published per guidelines.
ROOM_TEMPERATURE,TRUE,Cardiovascular,clinical_measurement,single,Concept label and units field contain encoding artifact ('°C'); should render as '�C'. Room temperature is a contextual/environmental measurement; Cardiovascular is used here as the form domain.
RZ1_DBP,TRUE,Cardiovascular,protocol_component,single,Limited source descriptions. Units not specified in source.
RZ1_SBP,TRUE,Cardiovascular,protocol_component,single,Limited source descriptions. Units not specified in source.
RZ2_DBP,TRUE,Cardiovascular,protocol_component,single,Limited source descriptions. Units not specified in source.
RZ2_SBP,TRUE,Cardiovascular,protocol_component,single,Limited source descriptions. Units not specified in source.
RZ3_DBP,TRUE,Cardiovascular,protocol_component,single,Limited source descriptions. Units not specified in source.
